energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,name,artist,track_link,id,mood
0.97,0.189,195.032,0.214,0.000264,8.5e-06,0.357,193120,-4.253,0.208,Dead & Buried,A Day To Remember,https://open.spotify.com/track/7AkHPytVBykhcnVFMKgsAR,7AkHPytVBykhcnVFMKgsAR,Angry
0.985,0.378,143.97,0.124,4.63e-05,0.0,0.443,202521,-4.001,0.429,Life @ 11,A Day To Remember,https://open.spotify.com/track/2ZsyiMM5KRLZwyy0LCu5iR,2ZsyiMM5KRLZwyy0LCu5iR,Angry
0.86,0.385,148.824,0.106,2.65e-05,0.0,0.489,211133,-5.021,0.666,NJ Legion Iced Tea,A Day To Remember,https://open.spotify.com/track/6KyOCzf2A2jjROH4ZokTEw,6KyOCzf2A2jjROH4ZokTEw,Angry
0.916,0.293,150.093,0.092,0.000136,1.73e-05,0.301,255827,-6.218,0.45,Mr. Highway's Thinking About the End,A Day To Remember,https://open.spotify.com/track/6rx6Qr5BCVB4MaIvSYSsh1,6rx6Qr5BCVB4MaIvSYSsh1,Angry
0.957,0.287,110.027,0.0729,9.52e-05,0.0,0.283,236613,-4.845,0.431,Homesick,A Day To Remember,https://open.spotify.com/track/1WoVRr4ZKgIdshBwXCl3pq,1WoVRr4ZKgIdshBwXCl3pq,Angry
0.886,0.249,159.839,0.17,0.000661,0.0,0.431,87520,-4.621,0.564,You Already Know What You Are,A Day To Remember,https://open.spotify.com/track/6G63WB5OC8ACwEEOizHhnV,6G63WB5OC8ACwEEOizHhnV,Angry
0.905,0.376,163.368,0.156,0.000272,0.0,0.299,201697,-3.638,0.616,The Hammer,Kublai Khan TX,https://open.spotify.com/track/3M1RZOhzt4lG3vpSYwffhe,3M1RZOhzt4lG3vpSYwffhe,Angry
0.865,0.125,125.44,0.0619,3.81e-05,0.00204,0.429,147134,-3.676,0.387,Boomslang,Kublai Khan TX,https://open.spotify.com/track/6LD1DGfg1JCvQxL1sxgUWi,6LD1DGfg1JCvQxL1sxgUWi,Angry
0.877,0.0729,135.107,0.0521,3.02e-06,0.799,0.545,71912,-4.644,0.608,Antpile,Kublai Khan TX,https://open.spotify.com/track/7fEoIHFRBGeszHJBkXcjQ4,7fEoIHFRBGeszHJBkXcjQ4,Angry
0.568,0.0856,126.935,0.0341,0.00131,0.00144,0.503,206147,-7.182,0.0705,Breaking Down,I Prevail,https://open.spotify.com/track/4bE3cBcwAe7T5SklvbkiYZ,4bE3cBcwAe7T5SklvbkiYZ,Angry
0.959,0.707,155.01,0.0525,5.36e-05,6.54e-06,0.426,242680,-4.95,0.372,Bow Down,I Prevail,https://open.spotify.com/track/5qD3Qv8Wu3r5uRD0DahcZy,5qD3Qv8Wu3r5uRD0DahcZy,Angry
0.945,0.724,135.128,0.0531,0.000311,0.0,0.546,153613,-4.399,0.545,Gasoline,I Prevail,https://open.spotify.com/track/6Q1m1GyNxyOwZ2ud3p7XoS,6Q1m1GyNxyOwZ2ud3p7XoS,Angry
0.729,0.105,101.991,0.275,0.00908,0.0,0.864,124033,-4.621,0.285,Case 19 (feat. 6ix9ine),Jasiah,https://open.spotify.com/track/6OkOtIWntqERMEJrCCpN9d,6OkOtIWntqERMEJrCCpN9d,Angry
0.587,0.0832,93.29,0.295,0.209,0.0,0.863,95484,-7.455,0.749,Break Shit,Jasiah,https://open.spotify.com/track/0Sd0kdgU6HrIclxYjuV99j,0Sd0kdgU6HrIclxYjuV99j,Angry
0.892,0.109,91.123,0.22,0.137,0.0,0.77,138243,-4.724,0.84,Shenanigans (feat. Yung Bans),Jasiah,https://open.spotify.com/track/6Js9pKLTyVw7xZQ1MIjkVo,6Js9pKLTyVw7xZQ1MIjkVo,Angry
0.794,0.0996,165.99,0.344,0.263,0.00324,0.76,109595,-4.311,0.583,Crisis,Jasiah,https://open.spotify.com/track/2Udqf7KvwpueIRCSKtZy2P,0IGxkEgMeF1dwOSIj2IUrT,Angry
0.934,0.132,127.066,0.119,0.000278,0.0015,0.417,210240,-3.908,0.287,Chop Suey!,System Of A Down,https://open.spotify.com/track/2M5WTwqnkyz7bW6P1CiD6q,2DlHlPMa4M17kufBvI2lEN,Angry
0.869,0.308,82.887,0.0973,3.48e-05,0.0233,0.464,139203,-5.046,0.584,Self-Destruct,Kublai Khan TX,https://open.spotify.com/track/7fcfNW0XxTWlwVlftzfDOR,68NRZKnVLrG3e11o4j8kpX,Angry
0.958,0.378,105.034,0.0588,0.000123,6.06e-05,0.507,196979,-4.688,0.362,Body Bag,I Prevail,https://open.spotify.com/track/7vrLphPq4yjaX7jiDdd2Nc,650iZCPhzCPtSmynGnUnhT,Angry
0.693,0.07,165.036,0.313,0.082,0.0,0.861,186605,-6.052,0.772,Started,Iggy Azalea,https://open.spotify.com/track/2W2eaLVKv9NObcLXlYRZZo,4NOFSrIM6LhBl2MyKvFVtp,Angry
0.899,0.0719,95.027,0.183,0.0135,0.0,0.761,217587,-3.09,0.673,X Gon' Give It To Ya,DMX,https://open.spotify.com/track/3RAFcUBrCNaboRXoP3S5t1,1zzxoZVylsna2BQB65Ppcb,Angry
0.916,0.116,74.953,0.276,0.00458,1.2e-06,0.312,218312,-3.739,0.249,Constant State of Worst Case Scenario,Godhand,https://open.spotify.com/track/6wqJeItl3Vc3az4ZicSQAB,7GSk6bItcoOWYxwGJqBgUm,Angry
0.871,0.095,79.959,0.1,0.427,0.0,0.659,103380,-1.381,0.485,King Kai,Khantrast,https://open.spotify.com/track/61mWefnWQOLf90gepjOCb3,04tAzmldYGn6DAZrpny2WG,Angry
0.675,0.587,139.919,0.452,0.188,0.0,0.735,204024,-7.131,0.671,Ballin Out,Waka Flocka Flame,https://open.spotify.com/track/2gscB6kDOmrv1P6qs2KXE3,5PbTSBIb3dTN6iGsXunxjx,Angry
0.66,0.365,71.544,0.0839,0.198,0.0,0.611,246387,-5.883,0.583,Hard in Da Paint,Waka Flocka Flame,https://open.spotify.com/track/3GiJq4AQK7324mfIQbpiTf,3XQY8kDjI8LARMIC9xkxQk,Angry
0.989,0.571,140.017,0.174,0.000133,1.61e-06,0.494,147627,-4.369,0.161,2nd Sucks,A Day To Remember,https://open.spotify.com/track/2093eVNfimjmNjU1gk1ES7,2EdZIRMxTX4lfbGzLLRh8f,Angry
0.96,0.102,153.932,0.0914,6.46e-05,6.27e-06,0.429,175880,-4.261,0.233,I'm So Sick,Flyleaf,https://open.spotify.com/track/3o7TMr6RmIusYH7Kkg7ujR,3FP8A246XpuafFofRhDlWG,Angry
0.914,0.0667,183.153,0.105,6.83e-05,0.00391,0.319,231626,-4.738,0.256,The Truest Love,Kublai Khan TX,https://open.spotify.com/track/7CpbhqKUedOIrcvc94p60Y,0bQQFw0ODv0XVqrquk0CDQ,Angry
0.95,0.351,138.059,0.0816,0.00241,0.0,0.495,210125,-3.989,0.424,harder to lie.,elijah,https://open.spotify.com/track/4Kk366060yR9NWcHRxQxHp,45LJbBzB4myDfVRGVp69om,Angry
0.961,0.195,93.466,0.0642,0.000207,0.000419,0.519,234467,-3.214,0.344,Between Angels And Insects,Papa Roach,https://open.spotify.com/track/4V05j7HDUU2bZQwDOeIySh,24z528iI9kZu5LbkLainjI,Angry
0.826,0.0818,106.606,0.0362,0.000224,0.000944,0.328,282093,-5.085,0.341,Mudshovel,Staind,https://open.spotify.com/track/2Pvw7sZ7cTFMihs9RxNYvD,6264zKFgXM13JuRBX4MMyD,Angry
0.97,0.275,100.065,0.097,0.000823,2.08e-05,0.546,216427,-2.661,0.383,Happy?,Mudvayne,https://open.spotify.com/track/4ImIJRZNJhNQLLdUFSYJoS,0INUE1K7cEiE8VH63Rv5RJ,Angry
0.89,0.201,90.598,0.0603,0.000481,0.00082,0.589,199907,-3.719,0.692,Last Resort,Papa Roach,https://open.spotify.com/track/3K4HG9evC7dg3N0R9cYqk4,5W8YXBz9MTIDyrpYaCg2Ky,Angry
0.864,0.683,97.225,0.0462,0.02,1.68e-06,0.576,272973,-3.981,0.609,My Way,Limp Bizkit,https://open.spotify.com/track/2Sru5y6R0mYhV9nEHMDWJ7,2gSVKxPDww9Eep5rdvtdem,Angry
0.86,0.39,97.867,0.0621,0.00834,0.0106,0.563,256240,-7.533,0.517,Youth of the Nation,P.O.D.,https://open.spotify.com/track/1gAaRSN57UYVRI4eWRyAvP,0UrWr7Jnu1heq1o99ZwUd0,Angry
0.85,0.356,89.206,0.093,0.000571,0.0439,0.667,173577,-6.249,0.505,Keep It Tucked,ThxSoMch,https://open.spotify.com/track/1EdQCb51lC8usq47IMhADP,1EdQCb51lC8usq47IMhADP,Angry
0.446,0.337,123.596,0.0683,0.0039,0.118,0.743,232107,-7.807,0.278,Seven Nation Army,The White Stripes,https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR,3dPQuX8Gs42Y7b454ybpMR,Angry
0.836,0.106,100.022,0.0817,0.0116,0.0,0.734,203175,-5.953,0.214,Hollywood Whore,mgk,https://open.spotify.com/track/0uFNdjWpogmaJYp2zlNJj5,0uFNdjWpogmaJYp2zlNJj5,Angry
0.959,0.028,172.984,0.0431,0.000917,0.0,0.433,269373,-4.04,0.365,The Pretender,Foo Fighters,https://open.spotify.com/track/7x8dCjCr0x6x2lXKujYD34,7x8dCjCr0x6x2lXKujYD34,Angry
0.94,0.628,167.91,0.146,0.000352,3.18e-06,0.387,164791,-3.018,0.456,DArkSide,Bring Me The Horizon,https://open.spotify.com/track/19vHgVS1aukRiQWhTqfKnE,19vHgVS1aukRiQWhTqfKnE,Angry
0.891,0.106,154.837,0.0623,0.00511,0.0,0.459,203507,-5.057,0.588,Thnks fr th Mmrs,Fall Out Boy,https://open.spotify.com/track/3Zwu2K0Qa5sT6teCCHPShP,3Zwu2K0Qa5sT6teCCHPShP,Angry
0.922,0.363,132.059,0.0744,0.000247,0.388,0.617,212347,-3.474,0.6,Burn It to the Ground,Nickelback,https://open.spotify.com/track/1jq28NGw6wdtFKx8MBPy6C,1jq28NGw6wdtFKx8MBPy6C,Angry
0.943,0.242,94.612,0.0698,0.00721,2.06e-06,0.331,235893,-3.188,0.296,Bring Me To Life,Evanescence,https://open.spotify.com/track/0COqiPhxzoWICwFCS4eZcp,0COqiPhxzoWICwFCS4eZcp,Angry
0.886,0.26,126.025,0.0837,0.00045,0.0,0.603,229933,-3.777,0.395,Feel Invincible,Skillet,https://open.spotify.com/track/0i8JFpqe9cKwnrcvoNgl1L,0i8JFpqe9cKwnrcvoNgl1L,Angry
0.939,0.0968,161.997,0.0787,5.08e-05,0.0,0.39,205394,-3.828,0.495,Another Life,Motionless In White,https://open.spotify.com/track/0YZEYxd1oiqZRFhnnmTKKi,0YZEYxd1oiqZRFhnnmTKKi,Angry
0.969,0.0787,95.136,0.0491,0.0014,1.32e-06,0.492,157333,-4.419,0.538,One Step Closer,Linkin Park,https://open.spotify.com/track/3K4HG9evC7dg3N0R9cYqk4,3K4HG9evC7dg3N0R9cYqk4,Angry
0.614,0.0773,82.458,0.137,0.0723,0.0,0.335,145455,-5.737,0.732,Bleed,Connor Kauffman,https://open.spotify.com/track/4vtzbijWEew1JlxamzNUBE,4vtzbijWEew1JlxamzNUBE,Angry
0.797,0.0246,174.039,0.173,0.000673,0.0,0.589,168533,-4.213,0.787,Shut Me Up,Mindless Self Indulgence,https://open.spotify.com/track/3oZUlZMXkj51AyYG8lGaE7,3oZUlZMXkj51AyYG8lGaE7,Angry
0.868,0.0845,182.851,0.0467,0.00012,0.000273,0.347,218467,-4.145,0.313,Breath,Breaking Benjamin,https://open.spotify.com/track/4JXfNOePhdgMOI7KZ1L25U,4JXfNOePhdgMOI7KZ1L25U,Angry
0.747,0.111,149.954,0.0364,0.0122,0.0153,0.706,172940,-5.401,0.555,Drinking with Cupid,VOILÀ,https://open.spotify.com/track/6rdga62e70bV9Mll0X8UJ5,6rdga62e70bV9Mll0X8UJ5,Angry
0.929,0.0916,92.541,0.147,0.000207,0.00109,0.434,220042,-2.749,0.428,Kingslayer (feat. BABYMETAL),Bring Me The Horizon,https://open.spotify.com/track/7CAbF0By0Fpnbiu6Xn5ZF7,7CAbF0By0Fpnbiu6Xn5ZF7,Angry
0.898,0.129,173.17,0.162,0.0266,0.0,0.546,191415,-3.067,0.639,Voices In My Head,Falling In Reverse,https://open.spotify.com/track/5XUuldRjPXcP5QxyEN4IXT,5XUuldRjPXcP5QxyEN4IXT,Angry
0.858,0.148,160.057,0.0766,0.00021,0.0,0.533,205159,-4.212,0.506,bloody valentine,mgk,https://open.spotify.com/track/6mADjHs6FXdroPzEGW6KVJ,6mADjHs6FXdroPzEGW6KVJ,Angry
0.652,0.108,173.008,0.0625,0.00768,6.42e-05,0.274,288036,-6.196,0.1,My Demons,STARSET,https://open.spotify.com/track/3Xfg7AegXaDLoD5GOUMf2e,3Xfg7AegXaDLoD5GOUMf2e,Angry
0.877,0.769,175.095,0.0603,0.00332,0.00101,0.333,188187,-1.894,0.285,Attack,Thirty Seconds To Mars,https://open.spotify.com/track/0lHSJ0ZP8uUPnJXhMdGjOK,0lHSJ0ZP8uUPnJXhMdGjOK,Angry
0.931,0.0797,162.115,0.143,0.000705,3.09e-06,0.214,348387,-3.347,0.233,Tears Don't Fall,Bullet For My Valentine,https://open.spotify.com/track/5pKCDm2fw4k6D6C5Rk646C,5pKCDm2fw4k6D6C5Rk646C,Angry
0.908,0.671,133.063,0.184,0.0144,0.0,0.603,184640,-5.254,0.457,A Place for My Head,Linkin Park,https://open.spotify.com/track/5rAxhWcgFng3s570sGO2F8,5rAxhWcgFng3s570sGO2F8,Angry
0.906,0.203,174.008,0.0848,0.000264,0.000278,0.383,201723,-4.836,0.183,Shame on Me,Catch Your Breath,https://open.spotify.com/track/0H3DL0piGt5bRRJUOhgCWR,0H3DL0piGt5bRRJUOhgCWR,Angry
0.638,0.0822,164.079,0.0809,0.00409,0.0,0.531,236898,-5.145,0.445,Courtesy Call,Thousand Foot Krutch,https://open.spotify.com/track/0AOmbw8AwDnwXhHC3OhdVB,0AOmbw8AwDnwXhHC3OhdVB,Angry
0.865,0.168,99.009,0.0286,0.00664,1.1e-05,0.545,233933,-5.708,0.543,Kryptonite,3 Doors Down,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6,6ZOBP3NvffbU4SZcrnt1k6,Angry
0.864,0.0982,138.018,0.0338,0.000821,0.0,0.512,222827,-4.146,0.527,Addicted,Saving Abel,https://open.spotify.com/track/3pxCXv0NACYfYnLjFcQW5D,3pxCXv0NACYfYnLjFcQW5D,Angry
0.888,0.306,144.111,0.0987,0.000455,0.0,0.426,191520,-3.72,0.387,Throne,Bring Me The Horizon,https://open.spotify.com/track/0M3adYbGtyRHACP86dey1H,0M3adYbGtyRHACP86dey1H,Angry
0.955,0.585,168.005,0.12,0.0176,0.0,0.395,181307,-3.352,0.283,Pain,Jimmy Eat World,https://open.spotify.com/track/2WhDg8UWljoAl8oNh8uZbJ,2WhDg8UWljoAl8oNh8uZbJ,Angry
0.919,0.424,103.89,0.0609,0.00039,0.000225,0.309,261813,-3.131,0.322,Still Counting,Volbeat,https://open.spotify.com/track/7nsO4eXkY7DvrWbjYUDLJS,7nsO4eXkY7DvrWbjYUDLJS,Angry
0.929,0.129,155.041,0.142,0.00015,0.00106,0.345,227107,-4.469,0.181,Dance With The Devil,Breaking Benjamin,https://open.spotify.com/track/10ASBwZsp7oUUDsJEYz3uS,10ASBwZsp7oUUDsJEYz3uS,Angry
0.943,0.261,163.128,0.106,0.0138,0.0,0.512,265053,-5.185,0.485,Undead,Hollywood Undead,https://open.spotify.com/track/5wBLDkxVvclanSitx5jq8e,5wBLDkxVvclanSitx5jq8e,Angry
0.953,0.281,172.063,0.0704,0.0106,0.0,0.445,225280,-2.463,0.475,Not Gonna Die,Skillet,https://open.spotify.com/track/2jfk3m8nq5IvB35s2xIs1O,2jfk3m8nq5IvB35s2xIs1O,Angry
0.871,0.134,115.0,0.0689,0.00225,0.00708,0.687,229439,-5.531,0.539,A LIGHT THAT NEVER COMES,Linkin Park,https://open.spotify.com/track/3BnBKNItMng824sLx0pUfy,3BnBKNItMng824sLx0pUfy,Angry
0.821,0.426,93.001,0.0525,0.0208,0.0,0.628,186024,-2.721,0.465,Tongue Tied (with YUNGBLUD & blackbear),Marshmello,https://open.spotify.com/track/7jzldCBnJjpJM3epzJ85KE,7jzldCBnJjpJM3epzJ85KE,Angry
0.957,0.155,103.68,0.188,0.0129,7.06e-05,0.599,206200,-5.764,0.489,Guerrilla Radio,Rage Against The Machine,https://open.spotify.com/track/1wsRitfRRtWyEapl0q22o8,1wsRitfRRtWyEapl0q22o8,Angry
0.921,0.168,89.922,0.055,0.0948,0.0,0.384,208186,-3.334,0.471,Scars,Papa Roach,https://open.spotify.com/track/1UREw2MCfU0xwBzCAjxlUD,1UREw2MCfU0xwBzCAjxlUD,Angry
0.851,0.318,141.155,0.0424,0.00798,2.84e-05,0.601,189493,-6.391,0.6,Dancer,IDLES,https://open.spotify.com/track/5MP8QCjsJQPJ5ApdHMg3dl,5MP8QCjsJQPJ5ApdHMg3dl,Angry
0.924,0.377,171.941,0.0678,4.02e-05,0.00462,0.295,239387,-3.407,0.219,Happy Song,Bring Me The Horizon,https://open.spotify.com/track/1yYE8EyuIV0rrvQ1bA2Fyf,1yYE8EyuIV0rrvQ1bA2Fyf,Angry
0.918,0.0908,116.731,0.0554,3.53e-05,7.64e-05,0.489,300893,-4.502,0.691,Smells Like Teen Spirit - Remastered,Nirvana,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu,0gucTLf7trAf37Ua1uAyAu,Angry
0.95,0.351,138.059,0.0816,0.00241,0.0,0.495,210125,-3.989,0.424,harder to lie.,elijah,https://open.spotify.com/track/45LJbBzB4myDfVRGVp69om,45LJbBzB4myDfVRGVp69om,Angry
0.95,0.0543,132.078,0.0518,0.00141,1.59e-06,0.611,193893,-3.509,0.607,Fake It,Seether,https://open.spotify.com/track/4eAwB5pnKFTmsgc3zWoYO0,4eAwB5pnKFTmsgc3zWoYO0,Angry
0.917,0.0872,160.028,0.13,0.000266,1.8e-05,0.463,243978,-3.776,0.369,Miracle,A Day To Remember,https://open.spotify.com/track/2ah5gOCogw00A62XBoepmc,2ah5gOCogw00A62XBoepmc,Angry
0.792,0.154,169.975,0.0421,0.000103,0.0495,0.473,130588,-3.171,0.587,Hills Have Eyes,POORSTACY,https://open.spotify.com/track/4XfHXJwsa5SS8vs33Bs3x7,4XfHXJwsa5SS8vs33Bs3x7,Angry
0.951,0.0669,160.102,0.18,0.00777,0.0,0.535,175373,-3.324,0.723,Lying from You,Linkin Park,https://open.spotify.com/track/4qVR3CF8FuFvHN4L6vXlB1,4qVR3CF8FuFvHN4L6vXlB1,Angry
0.957,0.175,174.094,0.136,0.000774,0.0,0.419,246774,-3.413,0.457,Nowhere To Go,Bad Omens,https://open.spotify.com/track/4TzGD5Pryq8DTjv5QRuJaW,4TzGD5Pryq8DTjv5QRuJaW,Angry
0.948,0.326,170.089,0.0838,0.0469,0.0,0.543,178280,-4.554,0.688,Fire Up the Night,New Medicine,https://open.spotify.com/track/3CYBvI2kRCPPFnIeZdSLcn,3CYBvI2kRCPPFnIeZdSLcn,Angry
0.89,0.201,90.598,0.0603,0.000481,0.00082,0.589,199907,-3.719,0.692,Last Resort,Papa Roach,https://open.spotify.com/track/5W8YXBz9MTIDyrpYaCg2Ky,5W8YXBz9MTIDyrpYaCg2Ky,Angry
0.826,0.0934,175.112,0.0769,0.00458,0.0,0.523,169337,-4.741,0.581,Sober/Hungover (feat. Arizona Zervas),Sueco,https://open.spotify.com/track/26LC5cEC5qPsZJ2B7A2Jcp,26LC5cEC5qPsZJ2B7A2Jcp,Angry
0.99,0.374,137.061,0.211,0.000103,0.0,0.462,220539,-3.175,0.204,Obey (with YUNGBLUD),Bring Me The Horizon,https://open.spotify.com/track/6MD6xpFK4cfquxRqXxqwjq,6MD6xpFK4cfquxRqXxqwjq,Angry
0.947,0.071,161.108,0.204,0.000338,0.0,0.472,201403,-3.124,0.459,Safe And Sound,Point North,https://open.spotify.com/track/12D1KLVjHdKiAckFi6ZEP1,12D1KLVjHdKiAckFi6ZEP1,Angry
0.492,0.0911,94.665,0.369,0.00817,0.699,0.629,44568,-13.257,0.704,I. Dogma,Mick Gordon,https://open.spotify.com/track/3hMn3c0XASDFyOToSy3mYs,3hMn3c0XASDFyOToSy3mYs,Angry
0.929,0.0916,92.541,0.147,0.000207,0.00109,0.434,220042,-2.749,0.428,Kingslayer (feat. BABYMETAL),Bring Me The Horizon,https://open.spotify.com/track/7CAbF0By0Fpnbiu6Xn5ZF7,7CAbF0By0Fpnbiu6Xn5ZF7,Angry
0.916,0.36,96.051,0.108,0.000323,0.0,0.497,215004,-3.323,0.401,Teardrops,Bring Me The Horizon,https://open.spotify.com/track/3WATWS2Ywo5HeHtG0bE2iZ,3WATWS2Ywo5HeHtG0bE2iZ,Angry
0.937,0.606,164.032,0.161,0.000209,3.61e-06,0.452,209598,-3.346,0.604,1x1 (feat. Nova Twins),Bring Me The Horizon,https://open.spotify.com/track/6sIbv1oWOuma2qV907MUbk,6sIbv1oWOuma2qV907MUbk,Angry
0.99,0.374,137.061,0.211,0.000103,0.0,0.462,220539,-3.175,0.204,Obey (with YUNGBLUD),Bring Me The Horizon,https://open.spotify.com/track/6MD6xpFK4cfquxRqXxqwjq,6MD6xpFK4cfquxRqXxqwjq,Angry
0.962,0.331,183.049,0.248,5.98e-05,0.623,0.389,239864,-4.772,0.155,Werewolf (feat. Bring Me The Horizon),Lil Uzi Vert,https://open.spotify.com/track/3ySqZ8yGoh4Emi9HiPCCdP,3ySqZ8yGoh4Emi9HiPCCdP,Angry
0.895,0.338,99.849,0.111,2.79e-05,0.0205,0.373,302560,-5.217,0.185,Chelsea Smile,Bring Me The Horizon,https://open.spotify.com/track/3eSnqrgqm1R0mkgz80Cpzq,3eSnqrgqm1R0mkgz80Cpzq,Angry
0.879,0.098,102.567,0.195,1.04e-05,0.000478,0.224,249293,-4.829,0.215,The Comedown,Bring Me The Horizon,https://open.spotify.com/track/7FlYbHhLM1gstJjYcZ5Bnj,7FlYbHhLM1gstJjYcZ5Bnj,Angry
0.867,0.0917,76.251,0.217,9e-05,0.0,0.18,228067,-5.337,0.108,Diamonds Aren't Forever,Bring Me The Horizon,https://open.spotify.com/track/4S18jumfuq7s3UKZSYGxC6,4S18jumfuq7s3UKZSYGxC6,Angry
0.851,0.0835,102.251,0.128,4.24e-05,0.00111,0.166,322360,-5.44,0.0636,The Sadness Will Never End,Bring Me The Horizon,https://open.spotify.com/track/3UwnZUHhFCm3IErEUTQ3FU,3UwnZUHhFCm3IErEUTQ3FU,Angry
0.817,0.152,90.01,0.0459,0.00054,0.0,0.5,233129,-3.501,0.599,MANTRA,Bring Me The Horizon,https://open.spotify.com/track/060RNnzoMay3wKJek1faPc,060RNnzoMay3wKJek1faPc,Angry
0.975,0.346,172.046,0.397,0.00372,0.0,0.423,146177,-5.21,0.387,Self-Destruction,I Prevail,https://open.spotify.com/track/4UhMvTR5tHf2ecfoz0KV92,4UhMvTR5tHf2ecfoz0KV92,Angry
0.958,0.378,105.034,0.0588,0.000123,6.06e-05,0.507,196979,-4.688,0.362,Body Bag,I Prevail,https://open.spotify.com/track/650iZCPhzCPtSmynGnUnhT,650iZCPhzCPtSmynGnUnhT,Angry
0.945,0.724,135.128,0.0531,0.000311,0.0,0.546,153613,-4.399,0.545,Gasoline,I Prevail,https://open.spotify.com/track/6Q1m1GyNxyOwZ2ud3p7XoS,6Q1m1GyNxyOwZ2ud3p7XoS,Angry
0.959,0.707,155.01,0.0525,5.36e-05,6.54e-06,0.426,242680,-4.95,0.372,Bow Down,I Prevail,https://open.spotify.com/track/5qD3Qv8Wu3r5uRD0DahcZy,5qD3Qv8Wu3r5uRD0DahcZy,Angry
0.928,0.0241,177.908,0.119,8.09e-06,0.324,0.376,215730,-2.036,0.559,Good L_ck (Yo_'re F_cked),Celldweller,https://open.spotify.com/track/4qJrDTPDsQqaYGKMj0Thjk,4qJrDTPDsQqaYGKMj0Thjk,Angry
0.956,0.394,115.963,0.133,0.00268,0.0,0.622,217226,-3.658,0.557,Shapeshifter (feat. Styles Of Beyond),Celldweller,https://open.spotify.com/track/7yLzGp7vC3qg5FlBmUa8Rg,7yLzGp7vC3qg5FlBmUa8Rg,Angry
0.966,0.384,108.038,0.0735,0.00336,0.0,0.561,169568,-4.628,0.572,The End,Zero 9:36,https://open.spotify.com/track/6MTfKxsjHEsH8GtHfKEXAA,6MTfKxsjHEsH8GtHfKEXAA,Angry
0.961,0.384,148.016,0.141,6.16e-05,0.000134,0.435,194093,-3.658,0.427,Daggers,We Came As Romans,https://open.spotify.com/track/0JXILsWNyXHEd2IzofS3jX,0JXILsWNyXHEd2IzofS3jX,Angry
0.942,0.47,139.952,0.055,2.95e-05,0.000562,0.467,255693,-4.117,0.223,Bones Exposed,Of Mice & Men,https://open.spotify.com/track/0TbbFwClRBAyURSBynegzo,0TbbFwClRBAyURSBynegzo,Angry
0.96,0.109,126.02,0.07,0.00169,0.000997,0.657,186067,-3.524,0.567,Die MF Die,Dope,https://open.spotify.com/track/5bU4KX47KqtDKKaLM4QCzh,5bU4KX47KqtDKKaLM4QCzh,Angry
0.919,0.113,130.919,0.0798,0.00218,0.000607,0.615,202467,-4.318,0.542,Bodies,Drowning Pool,https://open.spotify.com/track/1cqWEQ6TRfYr3SBNh7Ni2w,1cqWEQ6TRfYr3SBNh7Ni2w,Angry
0.974,0.886,134.724,0.171,0.0177,5.44e-06,0.291,278600,-2.997,0.348,Before I Forget,Slipknot,https://open.spotify.com/track/6wqJeItl3Vc3az4ZicSQAB,6wqJeItl3Vc3az4ZicSQAB,Angry
0.982,0.204,143.772,0.168,0.000237,0.000294,0.354,252613,-3.026,0.194,Duality,Slipknot,https://open.spotify.com/track/61mWefnWQOLf90gepjOCb3,61mWefnWQOLf90gepjOCb3,Angry
0.946,0.0604,101.305,0.0469,0.000118,0.0253,0.427,260773,-2.188,0.237,Unsainted,Slipknot,https://open.spotify.com/track/5mpUKTdskZea0gStWzeHUZ,5mpUKTdskZea0gStWzeHUZ,Angry
0.83,0.139,89.342,0.0421,0.00461,0.0,0.498,231480,-5.157,0.453,I Hate Everything About You,Three Days Grace,https://open.spotify.com/track/0M955bMOoilikPXwKLYpoi,0M955bMOoilikPXwKLYpoi,Angry
0.995,0.911,90.058,0.108,0.00153,0.0,0.488,187933,-3.096,0.679,Don't Stay,Linkin Park,https://open.spotify.com/track/2yss0n7KmvmSr4EHvjfFpn,2yss0n7KmvmSr4EHvjfFpn,Angry
0.978,0.0731,135.095,0.131,0.111,0.0,0.554,162600,-3.554,0.594,Faint,Linkin Park,https://open.spotify.com/track/7AB0cUXnzuSlAnyHOqmrZr,7AB0cUXnzuSlAnyHOqmrZr,Angry
0.951,0.261,162.065,0.0645,0.00038,2.39e-06,0.451,213933,-3.754,0.442,Somewhere I Belong,Linkin Park,https://open.spotify.com/track/3fjmSxt0PskST13CSdBUFx,3fjmSxt0PskST13CSdBUFx,Angry
0.969,0.0787,95.136,0.0491,0.0014,1.32e-06,0.492,157333,-4.419,0.538,One Step Closer,Linkin Park,https://open.spotify.com/track/3K4HG9evC7dg3N0R9cYqk4,3K4HG9evC7dg3N0R9cYqk4,Angry
0.909,0.29,140.027,0.131,0.00205,5.19e-06,0.626,201429,-4.419,0.737,Fighting Myself,Linkin Park,https://open.spotify.com/track/5CVZeK7bOC9QxYcZ9gJ5X2,5CVZeK7bOC9QxYcZ9gJ5X2,Angry
