energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,name,artist,track_link,id,mood
0.89,0.201,90.598,0.0603,0.000481,0.00082,0.589,199907,-3.719,0.692,Last Resort,Papa Roach,https://open.spotify.com/track/46aZJc0z1HHHSFxaIRxYSP,5W8YXBz9MTIDyrpYaCg2Ky,Angry
0.689,0.657,82.98,0.128,0.141,0.0,0.712,191149,-5.286,0.49,Deal With It (feat. Kelis),Ashnikko,https://open.spotify.com/track/3pU3mRumn5rWii1rKNu1eV,1S85LGnDPKKOkfuFaK6vFu,Angry
0.965,0.341,112.363,0.0964,3.81e-05,0.000276,0.403,236293,-2.238,0.431,King For A Day,Pierce The Veil,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr,1IT0WQk5J8NsaeII8ktdlZ,Angry
0.783,0.434,77.011,0.266,0.237,0.0,0.728,173381,-4.424,0.555,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,https://open.spotify.com/track/4cKyHIo4oIZTLW5MujF9nL,1r9xUipOqoNwggBpENDsvJ,Angry
0.699,0.175,89.975,0.0405,0.00749,0.00247,0.548,189723,-8.124,0.525,Far Away,The Crystal Casino Band,https://open.spotify.com/track/2hdy9Wt9qp7M7d0U3ossu2,1MY86C8Bt8Now1NxSpXKj5,Angry
0.523,0.0842,139.913,0.357,0.00454,0.0,0.638,185947,-6.664,0.422,DNA.,Kendrick Lamar,https://open.spotify.com/track/2Mpj1Ul5OFPyyP4wB62Rvi,6HZILIRieu8S0iqY8kIKhj,Angry
0.608,0.103,124.952,0.0334,0.0119,0.0,0.674,253440,-6.628,0.464,Love Me,Lil Wayne,https://open.spotify.com/track/11dxtPJKR4E0wlSr0A0t47,7tGlzXJv6GD5e5qlu5YmDg,Angry
0.799,0.209,109.944,0.15,0.158,0.0,0.779,270187,-6.359,0.414,Worst Behavior,Drake,https://open.spotify.com/track/3HQcsqRjRdruUjkbDSgmVF,6oF3Es1YzzmLKjGBfThUvD,Angry
0.682,0.226,140.061,0.0498,0.0292,0.0,0.801,231373,-4.676,0.484,Wild Boy,mgk,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,5jcMhhJ0gXhtruaFIBbL3t,Angry
0.687,0.137,143.931,0.382,0.155,0.0,0.746,188320,-7.475,0.283,Trophies,Young Money,https://open.spotify.com/track/3WefHNGtjexZvi66ZEx9u4,6HfOzLLjsaXsehIFEsrxTk,Angry
0.858,0.349,140.022,0.311,0.127,0.0,0.789,219333,-5.542,0.775,Ni**as In Paris,JAY-Z,https://open.spotify.com/track/6y6k14YN6MbKpGIv1Rk00Q,4Li2WHPkuyCdtmokzW2007,Angry
0.899,0.831,147.268,0.132,0.0019,0.0,0.457,215510,-2.591,0.298,Purple Lamborghini (with Rick Ross),Skrillex,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm,6JyuJFedEvPmdWQW0PkbGJ,Angry
0.751,0.318,79.119,0.304,0.000707,0.0,0.365,248587,-5.429,0.604,6 Foot 7 Foot,Lil Wayne,https://open.spotify.com/track/6KI1ZpZWYAJLvmVhCJz65G,0z5ZPs57J2KERwM1tBM2GF,Angry
0.785,0.15,143.84,0.274,0.308,2.69e-05,0.684,100009,-3.903,0.486,Mase in '97,Carnage,https://open.spotify.com/track/5DCA1FOUDBURlRTNg4ganf,7j6OJzMIJL5JcFHyeSJZGV,Angry
0.57,0.137,136.203,0.361,0.0456,1.51e-06,0.589,151027,-9.54,0.441,OKRA,"Tyler, The Creator",https://open.spotify.com/track/70eDxAyAraNTiD6lx2ZEnH,74ZovzRxHBvCq5yIwe8boh,Angry
0.725,0.086,140.003,0.159,0.0119,0.0,0.725,192027,-6.067,0.515,R.I.P.,Playboi Carti,https://open.spotify.com/track/36cmM3MBMWWCFIiQ90U4J8,3L0IKstjUgDFVQAbQIRZRv,Angry
0.468,0.382,118.001,0.0912,0.018,0.0,0.734,188947,-9.029,0.285,Yeah Right,Vince Staples,https://open.spotify.com/track/0ZUo4YjG4saFnEJhdWp9Bt,35tWhD29yvWwB0IDRr6zsL,Angry
0.553,0.332,142.079,0.187,0.0559,0.0,0.852,205879,-7.286,0.656,Jumpman,Drake,https://open.spotify.com/track/2zTMeHvsHofv2GvR6422Dg,27GmP9AWRs744SzKcpJsTZ,Angry
0.823,0.309,120.059,0.0635,0.0881,0.0,0.775,174848,-4.941,0.65,Stupid Again,Tory Lanez,https://open.spotify.com/track/4GRFzKI7jTZ3kbMfouc7bn,1fPnUpoXCpD2NDI4vPVeLw,Angry
0.585,0.325,134.071,0.0471,0.0121,0.0,0.723,299800,-6.496,0.485,U Mad,VIC MENSA,https://open.spotify.com/track/0eRoDL2zP4ylpjCYfFcEsf,3KiEydhjn7yf58h9jBD5Sa,Angry
0.716,0.252,176.618,0.39,0.737,0.0,0.559,275227,-3.964,0.504,0 To 100 / The Catch Up,Drake,https://open.spotify.com/track/5wE12WDUvty3rLhI19CZNF,4jtyUzZm9WLc2AdaJ1dso7,Angry
0.575,0.205,153.954,0.0633,0.025,9.94e-06,0.825,299960,-4.87,0.65,Collard Greens,ScHoolboy Q,https://open.spotify.com/track/5geyMbKu6DsLMkNAyoqIdT,0zO8ctW0UiuOefR87OeJOZ,Angry
0.703,0.162,121.08,0.132,0.0344,0.0,0.734,264973,-1.69,0.152,New Level (feat. Future),A$AP Ferg,https://open.spotify.com/track/2f6s0AcBRBE0vIOU0NMdXw,25rc1PFgPvtV6GFSloyOI0,Angry
0.849,0.493,81.956,0.248,0.228,4.52e-05,0.697,192067,-4.953,0.734,Goldie,A$AP Rocky,https://open.spotify.com/track/7Lf7oSEVdzZqTA0kEDSlS5,31G9RaSaDOI2NWcpnIp734,Angry
0.756,0.0762,172.938,0.383,0.265,2.15e-06,0.825,177733,-3.687,0.888,10 Bands,Drake,https://open.spotify.com/track/0xO9slJyYG6utMaRvkEhq7,12d5QFwzh60IIHlsSnAvps,Angry
0.568,0.149,139.995,0.224,0.0698,1.38e-05,0.874,237400,-5.896,0.46,F*ck Up Some Commas,Future,https://open.spotify.com/track/77ixMBo91onYG37mAZiaUj,49zD0wr2S3d0lZPib0K4e1,Angry
0.844,0.0659,131.986,0.0479,0.000634,0.0,0.742,293840,-4.622,0.416,I Don't Like,Chief Keef,https://open.spotify.com/track/2ISUiwj8xXqHeUFcen0AIU,2ikkgfIIM9kGKZCXzXnTpj,Angry
0.617,0.088,122.065,0.0651,0.0448,0.0,0.788,243800,-4.516,0.128,Upper Echelon (feat. T.I. & 2 Chainz),Travis Scott,https://open.spotify.com/track/3y4eLP5IRnGhERGtdvfBsi,1x6Zk7hoTIlSOFNZnyxjZD,Angry
0.765,0.0779,137.767,0.28,0.0283,1.5e-05,0.838,302004,-6.299,0.635,Yamborghini High (feat. Juicy J),A$AP Mob,https://open.spotify.com/track/6wIuXffmapTD8RQgo2sFdL,2rqUblDWJKlMVwh9uJc0Vv,Angry
0.621,0.0958,150.011,0.102,0.000282,5.39e-05,0.908,177000,-6.638,0.421,HUMBLE.,Kendrick Lamar,https://open.spotify.com/track/2tOOcDDYkh0PSjr6GwPEAJ,7KXjTSCq5nL1LoYtL7XAwS,Angry
0.815,0.299,159.903,0.252,0.232,0.0,0.639,243280,-4.962,0.4,NEW ORLEANS,BROCKHAMPTON,https://open.spotify.com/track/5ln5yQdUywVbf8HhFsOcd6,5kkxyqYSQrnHpfsmkjKi81,Angry
0.82,0.575,119.982,0.232,0.222,0.0,0.786,220996,-5.093,0.49,Icon,Jaden,https://open.spotify.com/track/1xToKQU0oWjpHE1GJiozHv,22nyEAEM29tcBRhukR089b,Angry
0.733,0.174,130.009,0.142,0.0246,0.0,0.841,283693,-5.077,0.284,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg,https://open.spotify.com/track/778Uew4gKBEVpbhziFiJ30,7xVLFuuYdAvcTfcP3IG3dS,Angry
0.526,0.124,131.05,0.032,0.00767,0.000148,0.713,262693,-5.046,0.131,Antidote,Travis Scott,https://open.spotify.com/track/0Xm8tw6qikotb8FAOZ2ks7,1wHZx0LgzFHyeIZkUydNXq,Angry
0.743,0.183,150.024,0.0851,0.107,0.0,0.792,195637,-2.806,0.742,Leave Me Alone,Flipp Dinero,https://open.spotify.com/track/6MyFzWJv92xEZV3xt3us2D,6V7g6qM8wheMivMWrzbPTM,Angry
0.745,0.341,161.808,0.331,0.0594,0.0,0.506,192947,-6.044,0.311,Bonfire,Childish Gambino,https://open.spotify.com/track/4svZDCRz4cJoneBpjpx8DJ,799f6Ih1Pu4AUApMyXhxUc,Angry
0.847,0.0816,171.447,0.186,0.0622,0.0,0.548,297787,-3.237,0.1,Till I Collapse,Eminem,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,4xkOaSrkexMciUUogZKVTS,Angry
0.674,0.415,130.585,0.225,0.0176,0.0,0.467,239187,-5.919,0.581,No Lie,2 Chainz,https://open.spotify.com/track/2PJhATOD9dWsevezmfjoMA,2ukW8cSQW0qvMomTF7FkAS,Angry
0.724,0.162,150.192,0.242,7.68e-05,1.02e-06,0.838,320187,-6.9,0.537,What U Gon' Do,Lil Jon & The East Side Boyz,https://open.spotify.com/track/6sOrImz4sRva0mZOrzD6G3,1bTphHXspys3RvvRxfzzIc,Angry
0.424,0.0834,145.887,0.324,0.0635,0.0,0.849,242966,-9.579,0.153,Knife Talk (with 21 Savage ft. Project Pat),Drake,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,2BcMwX1MPV6ZHP4tUT9uq6,Angry
0.495,0.0969,179.196,0.592,0.405,0.0,0.573,312027,-7.245,0.255,Only,Nicki Minaj,https://open.spotify.com/track/6IjndxnqW3Zb1hMu9kGrXD,4MRT0dDbhqFKl67WzhUbSw,Angry
0.76,0.135,150.192,0.276,0.0687,0.0,0.596,256253,-5.895,0.384,Oh Shit!!!,Injury Reserve,https://open.spotify.com/track/6A3hUBzQ0k6chtNJlGxDQn,6A3hUBzQ0k6chtNJlGxDQn,Angry
0.731,0.216,115.051,0.0509,0.0601,0.0,0.67,202613,-5.474,0.211,DRAINO (feat. Denzel Curry),City Morgue,https://open.spotify.com/track/5hOnCHMwQdXOd4qfAWEhKP,5hOnCHMwQdXOd4qfAWEhKP,Angry
0.865,0.198,111.914,0.0413,0.00536,0.0,0.749,216013,-5.228,0.371,Man Of The Year,ScHoolboy Q,https://open.spotify.com/track/5SsR3wtCOafDmZgvIdRhSm,5SsR3wtCOafDmZgvIdRhSm,Angry
0.712,0.272,120.0,0.103,0.0715,0.0,0.869,275867,-6.136,0.435,Shabba (feat. A$AP Rocky),A$AP Ferg,https://open.spotify.com/track/7eaKWfov7b2Qa2n6HTesL3,7eaKWfov7b2Qa2n6HTesL3,Angry
0.72,0.0546,207.982,0.127,0.0123,0.0,0.485,126960,-5.991,0.0471,Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,https://open.spotify.com/track/1j6kDJttn6wbVyMaM42Nxm,1j6kDJttn6wbVyMaM42Nxm,Angry
0.66,0.365,71.544,0.0839,0.198,0.0,0.611,246387,-5.883,0.583,Hard in Da Paint,Waka Flocka Flame,https://open.spotify.com/track/3XQY8kDjI8LARMIC9xkxQk,3XQY8kDjI8LARMIC9xkxQk,Angry
0.591,0.429,117.003,0.271,0.111,0.0,0.8,210387,-8.808,0.747,Take A Step Back,Ski Mask The Slump God,https://open.spotify.com/track/2gQYziDV5cSTRSqr6akzi5,2gQYziDV5cSTRSqr6akzi5,Angry
0.48,0.116,86.976,0.356,0.00855,0.0,0.893,170638,-3.728,0.382,Back To Back,Drake,https://open.spotify.com/track/5lFDtgWsjRJu8fPOAyJIAK,5lFDtgWsjRJu8fPOAyJIAK,Angry
0.822,0.429,105.997,0.026,0.0092,0.506,0.613,128199,-4.087,0.567,Washing Machine Heart,Mitski,https://open.spotify.com/track/3jjsRKEsF42ccXf8kWR3nu,3jjsRKEsF42ccXf8kWR3nu,Angry
0.68,0.423,105.977,0.0349,0.326,4.15e-05,0.753,145078,-7.092,0.192,Kill Yourself (Part III),$uicideboy$,https://open.spotify.com/track/0kEZlJh4mK1QRfb3CT5LPk,0kEZlJh4mK1QRfb3CT5LPk,Angry
0.154,0.207,99.886,0.0319,0.102,0.00692,0.421,112800,-12.405,0.0949,King,XXXTENTACION,https://open.spotify.com/track/1Wh5LO3TWAvaeDrwp4FZgo,1Wh5LO3TWAvaeDrwp4FZgo,Angry
0.723,0.134,144.036,0.0441,0.0192,0.0322,0.494,225787,-4.559,0.152,All I Wanted,Paramore,https://open.spotify.com/track/4BbXg5wQqVNPbVEGpjsVnv,4BbXg5wQqVNPbVEGpjsVnv,Angry
0.307,0.0828,127.923,0.0781,0.916,0.0,0.548,189386,-9.214,0.317,the grudge,Olivia Rodrigo,https://open.spotify.com/track/3Nl5OkkmS5DaBZvuYofpAt,3Nl5OkkmS5DaBZvuYofpAt,Angry
0.632,0.291,92.057,0.0358,0.0693,0.0,0.721,144860,-6.695,0.296,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",The Kid LAROI,https://open.spotify.com/track/0c34ovpXiMWWUbKX0IavIH,0c34ovpXiMWWUbKX0IavIH,Angry
0.698,0.174,139.054,0.177,0.433,0.0,0.658,141949,-5.95,0.456,Good In Goodbye,Madison Beer,https://open.spotify.com/track/4y3g40TWe7fCWCayJZuGvw,4y3g40TWe7fCWCayJZuGvw,Angry
0.771,0.101,158.262,0.0469,7.26e-05,8.47e-06,0.545,128680,-6.411,0.357,Honestly,Lil Peep,https://open.spotify.com/track/7lpHFS2YtG7C9hjEIIVEk7,7lpHFS2YtG7C9hjEIIVEk7,Angry
0.568,0.0952,152.279,0.411,0.0256,0.0,0.82,210787,-8.23,0.535,Be Careful,Cardi B,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd,2Yl4OmDby9iitgNWZPwxkd,Angry
0.572,0.0878,131.272,0.0913,0.287,0.0,0.636,192128,-7.797,0.66,Vampire Empire,Big Thief,https://open.spotify.com/track/0ToG55iJZCOzZkcpWbXxpW,0ToG55iJZCOzZkcpWbXxpW,Angry
0.692,0.112,174.07,0.0355,0.00218,0.0,0.343,295000,-3.926,0.153,Disenchanted,My Chemical Romance,https://open.spotify.com/track/6T7MAQCekVb3UnCykjX3BP,6T7MAQCekVb3UnCykjX3BP,Angry
0.786,0.169,153.967,0.0501,0.00991,0.0,0.544,157138,-2.97,0.446,10 Things I Hate About You,Leah Kate,https://open.spotify.com/track/7I4XALvCb2VEmOCtGUe5uY,7I4XALvCb2VEmOCtGUe5uY,Angry
0.636,0.105,113.497,0.204,0.00671,0.0,0.568,197759,-4.265,0.879,One Minute (feat. Kanye West & Travis Barker),XXXTENTACION,https://open.spotify.com/track/0T6RSXxFhW8dRTWHI604ld,0T6RSXxFhW8dRTWHI604ld,Angry
0.606,0.217,121.15,0.0609,0.577,0.0,0.448,163613,-4.565,0.483,Devil Doesn’t Bargain,Alec Benjamin,https://open.spotify.com/track/1zu2GKHPJIsUu80SUJX4H4,1zu2GKHPJIsUu80SUJX4H4,Angry
0.225,0.128,81.055,0.0348,0.767,0.00349,0.332,298899,-8.697,0.297,Happier Than Ever,Billie Eilish,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8,4RVwu0g32PAqgUiJoXsdF8,Angry
0.575,0.0614,163.929,0.116,0.198,0.0,0.695,173160,-6.334,0.699,"jealousy, jealousy",Olivia Rodrigo,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk,0MMyJUC3WNnFS1lit5pTjk,Angry
0.474,0.11,109.991,0.0672,0.578,0.0,0.707,157636,-4.603,0.538,this is what heartbreak feels like,JVKE,https://open.spotify.com/track/4RxdAzEmkPXTiIU6ULLoXh,4RxdAzEmkPXTiIU6ULLoXh,Angry
0.481,0.0982,152.003,0.154,0.836,1.02e-06,0.676,135419,-11.254,0.608,CRY,Parker Jack,https://open.spotify.com/track/07xOTRcQijB89eBXDMTAoa,07xOTRcQijB89eBXDMTAoa,Angry
0.789,0.147,75.018,0.0644,0.0875,0.0,0.64,188067,-4.891,0.762,Hate Me,Ellie Goulding,https://open.spotify.com/track/15og0pCEcTFWEXOFKdcJlU,15og0pCEcTFWEXOFKdcJlU,Angry
0.526,0.114,159.552,0.0459,0.296,1.47e-06,0.468,165607,-6.188,0.103,Tattoos,Natalie Jane,https://open.spotify.com/track/4p1i3nnCvKtkMWWx7EuKQ7,4p1i3nnCvKtkMWWx7EuKQ7,Angry
0.258,0.231,77.021,0.0315,0.0165,0.00714,0.362,212184,-9.655,0.133,Your Best American Girl,Mitski,https://open.spotify.com/track/7g5qe8VITjr13RIe8uM2p6,7g5qe8VITjr13RIe8uM2p6,Angry
0.61,0.135,123.762,0.0342,0.0102,0.000491,0.448,258333,-2.695,0.214,Broken,Seether,https://open.spotify.com/track/507bYMYfbm6sUS9iEAaeSd,507bYMYfbm6sUS9iEAaeSd,Angry
0.572,0.144,194.033,0.0319,0.00708,0.784,0.477,146867,-7.328,0.0414,Unfair,The Neighbourhood,https://open.spotify.com/track/0xD23i0X1WjqMSYIxRfO80,0xD23i0X1WjqMSYIxRfO80,Angry
0.728,0.25,97.975,0.0768,0.427,0.0,0.782,140667,-5.93,0.876,IDGAF (with blackbear),BoyWithUke,https://open.spotify.com/track/4ZUpTMKPYFTfJqamWFU9Zv,4ZUpTMKPYFTfJqamWFU9Zv,Angry
0.967,0.101,130.451,0.136,0.00176,1.09e-06,0.413,157960,-3.96,0.279,I Just Threw Out The Love Of My Dreams,Weezer,https://open.spotify.com/track/35SRuRfp5BvD1yArmXKNHO,35SRuRfp5BvD1yArmXKNHO,Angry
0.599,0.205,161.74,0.0365,0.0468,0.000392,0.334,151444,-5.742,0.127,Happier Than Ever - Edit,Billie Eilish,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo,32BeYxKPrig1LefHsC0Xuo,Angry
0.259,0.219,88.485,0.0898,0.753,0.0,0.638,202827,-10.706,0.269,enough for you,Olivia Rodrigo,https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e,2TOzTqQXNmR2zDJXihjZ2e,Angry
0.664,0.323,149.957,0.0523,0.128,0.0,0.587,176118,-5.698,0.617,Tears of Gold,Faouzia,https://open.spotify.com/track/2YyLNljkMy2viVcXoFGTDY,2YyLNljkMy2viVcXoFGTDY,Angry
0.51,0.342,139.972,0.0291,0.118,0.0,0.425,217210,-4.838,0.159,Winner,Conan Gray,https://open.spotify.com/track/3b5MPNYlX8ztJowxAwzTai,3b5MPNYlX8ztJowxAwzTai,Angry
0.39,0.111,73.415,0.0322,0.489,0.0,0.543,230267,-7.202,0.303,Praying,Kesha,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA,0jdny0dhgjUwoIp5GkqEaA,Angry
0.489,0.274,130.163,0.0384,0.301,0.0,0.661,157662,-4.586,0.111,Upgrade,Jessie Murph,https://open.spotify.com/track/72jFoOulGip53D9qZWMvi2,72jFoOulGip53D9qZWMvi2,Angry
0.574,0.151,129.02,0.0288,0.000355,7.15e-06,0.478,214227,-5.645,0.0407,Let Me Be Sad,I Prevail,https://open.spotify.com/track/5jmYu7XY4zd3mJfizA8t1K,5jmYu7XY4zd3mJfizA8t1K,Angry
0.629,0.162,129.924,0.151,0.41,0.0,0.511,242680,-7.755,0.0442,Lost In The Moment,NF,https://open.spotify.com/track/3qEg6xYffvuvwpq4U6FRrK,3qEg6xYffvuvwpq4U6FRrK,Angry
0.799,0.0761,95.998,0.0697,0.000829,0.0,0.509,184064,-5.889,0.204,Crying In The Shower,Letdown.,https://open.spotify.com/track/30TqgnUsww4JzR2V8Ert9b,30TqgnUsww4JzR2V8Ert9b,Angry
0.804,0.527,133.012,0.326,0.279,0.0,0.717,211128,-5.257,0.362,I miss the old u,blackbear,https://open.spotify.com/track/3jfFw63n74qkinjHibNPMS,3jfFw63n74qkinjHibNPMS,Angry
0.417,0.114,106.534,0.148,0.514,0.0,0.533,173907,-8.665,0.376,I Hate U,SZA,https://open.spotify.com/track/2aJnyNu4PQxQ2lyj5boiMG,2aJnyNu4PQxQ2lyj5boiMG,Angry
0.664,0.0671,106.991,0.0332,0.538,0.0,0.683,266307,-4.233,0.866,Bust Your Windows,Jazmine Sullivan,https://open.spotify.com/track/0rE8OLQpoOFe2xa35twgve,0rE8OLQpoOFe2xa35twgve,Angry
0.817,0.0667,135.942,0.0521,0.162,0.0,0.66,277592,-6.269,0.714,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK,2CYVETnhM9aytqrazYYwrK,Angry
0.508,0.671,81.719,0.025,0.269,2.37e-06,0.35,341733,-7.584,0.286,"Silver Springs - Live at Warner Brothers Studios in Burbank, CA 5/23/97",Fleetwood Mac,https://open.spotify.com/track/1QEzs30PUAJJPbHL1e4NYH,1QEzs30PUAJJPbHL1e4NYH,Angry
0.895,0.184,90.0,0.0408,0.00226,0.000692,0.547,198973,-4.693,0.497,Behind These Hazel Eyes,Kelly Clarkson,https://open.spotify.com/track/6xBQEW4ge9OlbYUt5IVyVz,6xBQEW4ge9OlbYUt5IVyVz,Angry
0.56,0.0948,75.002,0.179,0.185,0.0,0.704,207109,-6.791,0.608,Hurts Like Hell (feat. Offset),Madison Beer,https://open.spotify.com/track/1thsMfc9Z8zztIx7Le3JQM,1thsMfc9Z8zztIx7Le3JQM,Angry
0.544,0.087,115.935,0.0306,0.0273,0.0,0.706,177583,-7.275,0.477,i hope ur miserable until ur dead,Nessa Barrett,https://open.spotify.com/track/4ka1FkKAMde6dQAFFMXKac,4ka1FkKAMde6dQAFFMXKac,Angry
0.796,0.108,160.026,0.245,0.24,0.0,0.653,252712,-4.05,0.405,My Stress,NF,https://open.spotify.com/track/6A3hUBzQ0k6chtNJlGxDQn,0aQA9DP54h37OevE7hRc2a,Angry
0.426,0.099,97.91,0.0736,0.152,5.65e-06,0.495,237773,-9.434,0.0636,Panic Room,Au/Ra,https://open.spotify.com/track/5hOnCHMwQdXOd4qfAWEhKP,7uUahoeqGNRMbpdeiLj1rS,Angry
0.662,0.156,141.947,0.179,0.205,0.0,0.716,165885,-5.264,0.288,I'm Good (feat. charlieonnafriday),Natalie Jane,https://open.spotify.com/track/5SsR3wtCOafDmZgvIdRhSm,3FUbt6McYmAEx3vQusM97c,Angry
0.422,0.17,144.678,0.0621,0.0764,0.0,0.718,207027,-9.115,0.455,idfc,blackbear,https://open.spotify.com/track/7eaKWfov7b2Qa2n6HTesL3,3SErMoIKdRELto2OspGs5L,Angry
0.699,0.0829,125.918,0.448,0.593,0.0,0.766,167060,-7.044,0.34,Jordan,Complete,https://open.spotify.com/track/1j6kDJttn6wbVyMaM42Nxm,7KTLZDTOrszIj4oJbLsvBo,Angry
0.656,0.418,140.171,0.0776,0.217,0.0,0.372,181728,-6.086,0.15,Suicidal Thoughts,Josh A,https://open.spotify.com/track/3XQY8kDjI8LARMIC9xkxQk,56TOfxnRzSRbFRw8J6C4IT,Angry
0.604,0.104,159.92,0.0337,0.199,1.9e-05,0.561,210689,-4.409,0.242,Lose Control,Teddy Swims,https://open.spotify.com/track/2gQYziDV5cSTRSqr6akzi5,17phhZDn6oGtzMe56NuWvj,Angry
0.534,0.0607,135.917,0.0386,0.106,1.76e-05,0.615,236413,-6.719,0.193,Don’t Blame Me,Taylor Swift,https://open.spotify.com/track/5lFDtgWsjRJu8fPOAyJIAK,1R0a2iXumgCiFb7HEZ7gUE,Angry
0.585,0.489,84.941,0.0359,0.0483,0.0113,0.485,196235,-5.097,0.51,BABYDOLL,Ari Abdul,https://open.spotify.com/track/3jjsRKEsF42ccXf8kWR3nu,5rPNVwYjVEgkq6YNPki4Zc,Angry
0.806,0.077,189.835,0.118,0.088,0.0,0.699,133755,-3.907,0.903,Bad Feeling (Oompa Loompa),Jagwar Twin,https://open.spotify.com/track/0kEZlJh4mK1QRfb3CT5LPk,535x8FTM99UR6ZhZN8BM4A,Angry
0.712,0.823,104.899,0.144,0.193,0.0,0.716,159714,-5.826,0.797,Insane,Black Gryph0n,https://open.spotify.com/track/1Wh5LO3TWAvaeDrwp4FZgo,5flerg6aEao2VayZezVlgu,Angry
0.564,0.135,113.003,0.0515,0.0671,0.0,0.585,242253,-7.063,0.137,The Hills,The Weeknd,https://open.spotify.com/track/4BbXg5wQqVNPbVEGpjsVnv,7fBv7CLKzipRk6EC6TWHOB,Angry
0.548,0.123,115.144,0.037,0.533,1.48e-06,0.535,237333,-6.51,0.477,Feeling Good,Michael Bublé,https://open.spotify.com/track/3Nl5OkkmS5DaBZvuYofpAt,1AM8QdDFZMq6SrrqUnuQ9P,Angry
0.561,0.0775,82.959,0.0341,0.324,4.17e-05,0.66,162770,-7.83,0.328,Come Back Home,Noga Erez,https://open.spotify.com/track/0c34ovpXiMWWUbKX0IavIH,7mo91mH70LRf4NMUs717c3,Angry
0.446,0.111,178.05,0.0373,0.49,0.00892,0.397,185000,-7.032,0.214,Me and the Devil,Soap&Skin,https://open.spotify.com/track/4y3g40TWe7fCWCayJZuGvw,0wrWxW18WK2MkrfDpRHkyh,Angry
0.428,0.0816,87.724,0.205,0.236,0.0698,0.494,157497,-7.239,0.44,Mount Everest,Labrinth,https://open.spotify.com/track/7lpHFS2YtG7C9hjEIIVEk7,1ZdhOMWyFR8Iv9eylMGYg2,Angry
0.51,0.0912,67.513,0.0348,0.0842,1.55e-06,0.466,137778,-7.31,0.418,older,Isabel LaRosa,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd,75c2zaSdDBSX0A8Jyvm4fO,Angry
0.763,0.7,162.152,0.0892,0.0393,0.0,0.63,149391,-4.89,0.295,AMERICAN HORROR SHOW,SNOW WIFE,https://open.spotify.com/track/0ToG55iJZCOzZkcpWbXxpW,38RLObegC9ggpKPRVQDc1g,Angry
0.481,0.11,115.007,0.061,0.191,5.85e-06,0.721,204880,-6.199,0.597,Don't Go Insane,DPR IAN,https://open.spotify.com/track/6T7MAQCekVb3UnCykjX3BP,5LWWAw887ODAUvR2LR1kDg,Angry
0.487,0.0965,137.938,0.157,0.485,0.000144,0.819,167248,-8.447,0.345,FU In My Head,Cloudy June,https://open.spotify.com/track/7I4XALvCb2VEmOCtGUe5uY,6BGtSuLFU0X35Igkftxqfr,Angry
0.62,0.167,88.984,0.0298,0.0301,0.0916,0.606,231600,-5.005,0.543,High Enough,K.Flay,https://open.spotify.com/track/0T6RSXxFhW8dRTWHI604ld,1qwno7xb5mJe71xtMS6jl2,Angry
0.434,0.628,94.814,0.0257,0.701,0.0,0.473,150000,-10.02,0.711,You Don't Own Me,Lesley Gore,https://open.spotify.com/track/1zu2GKHPJIsUu80SUJX4H4,7ngRS53kqxLcEt9Pythc5d,Angry
0.552,0.114,75.881,0.0282,0.417,0.0,0.346,286480,-6.864,0.0789,Skyfall,Adele,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8,6VObnIkLVruX4UVyxWhlqm,Angry
0.772,0.412,132.274,0.0354,0.306,0.0,0.427,157051,-2.95,0.475,Bloodsucker,CIL,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk,3Vjz4qxSB8k2UGjJPR6JGd,Angry
0.538,0.0901,99.968,0.174,0.269,3.34e-06,0.868,231750,-8.603,0.732,Paint The Town Red,Doja Cat,https://open.spotify.com/track/4RxdAzEmkPXTiIU6ULLoXh,2IGMVunIBsBLtEQyoI1Mu7,Angry
0.687,0.14,109.991,0.0572,0.125,0.0497,0.889,168875,-4.977,0.666,Cross My Heart I Hope U Die,Meg Smith,https://open.spotify.com/track/07xOTRcQijB89eBXDMTAoa,3TSRH5IgWTHc8QZSAmo4bz,Angry
